,loc,year,month,day,유의파고 평균,최대파고 최고,최대파고 시간,파주기 평균,파주기 최고,평균풍속,평균 현지기압,평균습도,평균기온,평균수온
9318,22189,2016,12,14,3,5.9,9,8.4,9.1,8.8,1015.7,78,8.8,17.7
9319,22189,2016,12,15,2.3,4.6,2,8.3,9.1,8.6,1018.6,56,5.8,17.6
9320,22189,2016,12,16,2.4,5.3,10,8.6,9.1,8.8,1023.4,47,5.2,17.4
9321,22189,2016,12,17,1.3,2.7,3,7,8,6.1,1028.2,50,9,17.3
9322,22189,2016,12,18,1,2.7,15,4.9,8,8.2,1028.7,59,12.8,17.7
9323,22189,2016,12,19,0.6,1.4,17,4.5,7.1,4.1,1025.3,70,14.6,17.8
9324,22189,2016,12,20,1.0>,1.8>,02>,4.5>,5.8>,6.7>,1025.7,71,15.3,18
9325,22189,2016,12,중순,1.5,3.3,,6.6,8.1,6.7,1023.1,61,10.9,17.7
9326,22189,2016,12,21,0.8>,3.2>,24>,4.5>,5.8>,6.1>,1024,75,16.3,18
9327,22189,2016,12,22,2.6,7.4,7,7.2,10.7,12.4,1008.5,72,15,17.3
9328,22189,2016,12,23,3,6.1,23,11,12.8,9.4,1016.7,56,7.6,17.1
9329,22189,2016,12,24,3.2,6.9,8,12.4,12.8,5,1027,68,8.4,17.2
9330,22189,2016,12,25,2.3,5.5,1,9.9,12.8,4.2,1028.1,68,12.9,17.5
9331,22189,2016,12,26,1.3,3.6,24,6.6,9.1,6.1,1018.6,78,12.7,17.7
9332,22189,2016,12,27,2.4,6.6,20,7.1,10.7,11.7,1016.4,65,8.1,17.5
9333,22189,2016,12,28,2.9,6.6,7,9.3,10.7,6.5,1026.6,65,7.5,17.2
9334,22189,2016,12,29,1.5,3,23,6.3,9.1,9.1,1026.2,50,5.8,17.1
9335,22189,2016,12,30,1.5,2.8,5,7.8,9.1,6.3,1029.7,44,6.5,16.8
9336,22189,2016,12,31,1.1,2.3,20,4.9,7.1,7.5,1028.3,55,8,16.9
9337,22189,2016,12,하순,2.1,4.9,,7.9,10.1,7.7,1022.7,63,9.9,17.3
9338,22189,2016,12,월,1.6,3.7,,6.8,8.6,6.9,1022.3,58,10.9,18.1
9339,22189,2017,1,1,0.8,1.8,6,6.1,8,4.6,1027,56,9.9,16.8
9340,22189,2017,1,2,0.8,2.1,6,4.8,6.4,5.6,1021.2,55,12.1,16.3
9341,22189,2017,1,3,1.0>,2.0>,10>,5.6>,8.0>,5.9>,1021.8,42,10.9,16.7
9342,22189,2017,1,4,1.1>,2.6>,08>,6.1>,9.1>,6.6>,1022.1,48,11.3,17.5
9343,22189,2017,1,5,2.1>,6.8>,16>,7.0>,9.1>,9.6>,1026,62,10.6,17
9344,22189,2017,1,6,1.8,4.1,1,7.4,8,6.6,1026.7,56,9.6,17.3
9345,22189,2017,1,7,0.9>,2.2>,24>,7.3>,9.1>,4.2>,1020.8,59,11.3,17.1)
9346,22189,2017,1,8,1.7,3.9,14,6.2,7.1,8,1012.2,73,11.9,16.7
9347,22189,2017,1,9,1.4>,3.2>,09>,6.1>,7.1>,8.2>,1013.1,53,10.4,16.9
9348,22189,2017,1,10,1.5,3,19,7.2,9.1,9,1019.2,x,7,17.5
9349,22189,2017,1,상순,1.3,3.2,,6.4,8.1,6.8,1021,56,10.5,17
9350,22189,2017,1,11,1.7>,4.0>,07>,7.3>,8.0>,9.7>,x,null,x,x
9351,22189,2017,1,12,1.6,3.7,21,6.8,8,8.5,1016,null,6.9,16.5
9352,22189,2017,1,13,2,3.8,8,7.9,9.1,9.5,1014.2,null,4.3,16.2
9353,22189,2017,1,14,2.6,5.3,16,8.2,9.1,9.6,1019.8,null,0.5,16.1
9354,22189,2017,1,15,2.7,5.9,1,9.5,10.7,7.4,1023.4,null,2.9,16.2
9355,22189,2017,1,16,2.6>,5.7>,22>,8.7>,9.1>,9.7>,1025.5,null,5.9,16.2
9356,22189,2017,1,17,2.5>,5.4>,07>,10.1>,10.7>,4.2>,1029.9),null,8.4),16.2)
9357,22189,2017,1,18,1.3,3.1,2,8.4,10.7,6.2,1027.9,null,8.9,15.9
9358,22189,2017,1,19,0.9>,2.2>,03>,7.0>,8.0>,4.0>,1021.6,x,9.2,15.7
9359,22189,2017,1,20,2.4,7.4,23,6,10.7,12,1016.4,62,6.2,15.6
9360,22189,2017,1,중순,2,4.7,,8,9.4,8.1,1021.6,null,5.9,16.1
9361,22189,2017,1,21,2.9,7,1,9.5,10.7,6.4,1025.1,56,5.8,15.7
9362,22189,2017,1,22,1.9,3.8,23,5.7,9.1,11.1,1022.8,58,3.5,15.6
9363,22189,2017,1,23,2.6,4.9,20,8.6,10.7,11,1026.6,60,1.6,15.3
9364,22189,2017,1,24,2.2,4.7,7,8.7,10.7,8.5,1030.5,49,3.4,15.4
9365,22189,2017,1,25,1.4,3.3,1,8.5,9.1,3.2,1031.4,40,6.2,15.2
9366,22189,2017,1,26,1.2,3.3,23,6.5,8,7.8,1026.7,52,8.7,15.5
9367,22189,2017,1,27,1.8,4.7,5,6.5,9.1,9.5,1023.1,52,10.5,15.6
9368,22189,2017,1,28,1.2,2.7,1,7.9,9.1,3,1025.6,49,9.7,14.9
9369,22189,2017,1,29,0.6,1.5,2,6.2,9.1,2.9,1017.2,75,11.9,15
9370,22189,2017,1,30,1.7,5.9,23,6,10.7,10.2,1018.9,66,7.2,15
9371,22189,2017,1,31,2.3,6.4,4,9.2,10.7,4.5,1025.1,66,7.9,15.4
9372,22189,2017,1,하순,1.8,4.4,,7.6,9.7,7.1,1024.8,57,6.9,15.3
9373,22189,2017,1,월,1.7,4.1,,7.3,9.1,7.3,1022.6,null,7.8,16.1
9374,22189,2017,2,1,1.4,3.2,12,6.5,9.1,8.7,1023.8,48,6.3,15.1)
9375,22189,2017,2,2,1.6,3.2,9,7.8,9.1,7.2,1025.4,38,7.7,14.9
9376,22189,2017,2,3,1.4>,3.1>,04>,7.2>,8.0>,4.9>,1024.1,44,9.6,15
9377,22189,2017,2,4,0.8,1.9,21,6.2,9.1,4.5,1019.7,45,12.3,15.1
9378,22189,2017,2,5,1,3.1,24,4.7,8,6.9,1010.3,74,10.6,15.2
9379,22189,2017,2,6,2.1,4.5,24,6.9,9.1,8.9,1017.6,50,7.4,14.8
9380,22189,2017,2,7,2.3,5,5,9.1,9.1,5.2,1022.9,58,8.1,15.1
9381,22189,2017,2,8,1.7,3.6,1,8.8,9.1,4.2,1016.4,62,8.8,15.1
9382,22189,2017,2,9,2.1,5.5,20,7.1,9.1,10.8,1009.7,54,4.5,15
9383,22189,2017,2,10,2.6,5.9,4,8.3,9.1,11.1,1013.5,60,1.6,14.6
9384,22189,2017,2,상순,1.7,3.9,,7.3,8.9,7.2,1018.3,53,7.7,15
9385,22189,2017,2,11,2.2,4.3,15,8.1,10.7,9.7,1020.4,60,2.6,13.7
9386,22189,2017,2,12,1.9,3.9,2,9,10.7,7,1025.9,48,6.2,14
9387,22189,2017,2,13,1.5,2.9,2,8.2,9.1,5.8,1028.8,44,7.7,14.4
9388,22189,2017,2,14,x,x,x,x,x,x,x,x,x,x
9389,22189,2017,2,15,,,,,,,,null,null,null
9390,22189,2017,2,16,,,,,,,,null,null,null
9391,22189,2017,2,17,,,,,,,,null,null,null
9392,22189,2017,2,18,,,,,,,,null,null,null
9393,22189,2017,2,19,,,,,,,,null,null,null
9394,22189,2017,2,20,,,,,,,,null,null,null
9395,22189,2017,2,중순,,,,,,,,null,null,null
9396,22189,2017,2,21,,,,,,,,null,null,null
9397,22189,2017,2,22,,,,,,,,null,null,null
9398,22189,2017,2,23,,,,,,,,null,null,null
9399,22189,2017,2,24,,,,,,,,null,null,null
9400,22189,2017,2,25,,,,,,,,null,null,null
9401,22189,2017,2,26,,,,,,,,null,null,null
9402,22189,2017,2,27,,,,,,,,null,null,null
9403,22189,2017,2,28,x,x,x,x,x,x,x,x,x,x
9404,22189,2017,2,하순,,,,,,,,null,null,null
9405,22189,2017,2,월,,,,,,,,null,null,null
9406,22189,2017,3,1,0.7,1.8,24,3.8,6.4,6.1,1016.2,59,11.5,14.9
9407,22189,2017,3,2,1.6,3.7,18,6.2,8,8.4,1011.2,65,8.7,14.9
9408,22189,2017,3,3,1.5,3.9,3,7.9,9.1,5,1018.9,46,8.8,15.3
9409,22189,2017,3,4,0.7,1.8,21,5.4,7.1,3.8,1018.1,48,11.9,15.5
9410,22189,2017,3,5,0.8,2,20,5.5,7.1,5.1,1014.6,55,12.5,15.3
9411,22189,2017,3,6,1.4,3.9,24,5.4,8,8.8,1011.6,42,8.9,15.2
9412,22189,2017,3,7,1.6,4,1,7.3,8,7.1,1013.9,44,4.9,15.2
9413,22189,2017,3,8,1.6,3.8,7,5.9,8,8.3,1013.1,46,4.8,15
9414,22189,2017,3,9,1.7,4,17,6.2,7.1,8.8,1012.1,45,8.1,14.9
9415,22189,2017,3,10,1.3,3.3,1,6.6,8,5.3,1018,40,9.1,14.8
9416,22189,2017,3,상순,1.3,3.2,,6,7.7,6.7,1014.8,49,8.9,15.1
9417,22189,2017,3,11,0.6,1.4,4,5.2,6.4,4.8,1022.9,44,11.2,14.5
9418,22189,2017,3,12,0.5,1.4,23,3.5,7.1,5.3,1020.4,58,12.7,14.5
9419,22189,2017,3,13,1.1,3.2,18,5,7.1,7.5,1016.7,56,11.2,14.2
9420,22189,2017,3,14,1.2,3.9,24,6.6,8,6.1,1017,67,8.2,13.7
9421,22189,2017,3,15,2.6,5.2,18,8.5,10.7,9.4,1022,63,8.3,13.5
9422,22189,2017,3,16,1.7,4.4,5,8.9,10.7,3.2,1021.6,55,10.1,14.8
9423,22189,2017,3,17,0.8,1.7,1,7.3,8,3.6,1022.8,52,11.7,14.9
9424,22189,2017,3,18,0.5>,1.4>,24>,4.7>,8.0>,4.8>,1023.2,46,14.2,14.6
9425,22189,2017,3,19,0.8,1.8,15,5,8,6.5,1024.8,60,14.4,14.9
9426,22189,2017,3,20,0.8,1.6,24,4.2,5.3,4.5,1018.9,69,14,15
9427,22189,2017,3,중순,1.1,2.6,,5.9,7.9,5.6,1021,57,11.6,14.5
9428,22189,2017,3,21,1.7,4.6,18,5.8,9.1,9,1013.8,66,12,14.7
9429,22189,2017,3,22,1.2,2.8,2,7,8,4.9,1019.6,49,12.4,14.6
9430,22189,2017,3,23,0.8,2.4,24,6,9.1,5.6,1019.1,52,13.8,15.2
9431,22189,2017,3,24,1.4,3,12,5.7,6.4,6.5,1021.8,50,11.5,14.6
9432,22189,2017,3,25,0.9,1.9,1,4.8,7.1,5.4,1019.6,53,12,14.8
9433,22189,2017,3,26,0.7,1.5,9,4.8,6.4,4.4,1017.1,61,11.6,14.9
9434,22189,2017,3,27,1,2.4,20,4.6,5.8,7,1018.1,61,10.9,14.3
9435,22189,2017,3,28,1,2.1,3,5.8,7.1,6,1022.3,47,12.4,15.4
9436,22189,2017,3,29,0.5,1.3,3,3.8,6.4,4.4,1022,69,12.9,15.4]
9437,22189,2017,3,30,0.6,1.3,9,3.7,6.4,5.1,1020,60,15.1,15.3
9438,22189,2017,3,31,1.7,3.5,7,6,6.4,8.8,1017.7,66,12.9,14.8
9439,22189,2017,3,하순,1,2.4,,5.3,7.1,6.1,1019.2,58,12.5,14.9
9440,22189,2017,3,월,1.1,2.7,,5.7,7.6,6.1,1018.4,55,11.1,14.8
9441,22189,2017,4,1,1.3,2.6,1,6.7,9.1,3.8,1015,69,11.6,15.2
9442,22189,2017,4,2,1.2,3.1,10,5.6,8,7.3,1017,65,11.7,15.1
9443,22189,2017,4,3,1,2.1,2,4.1,4.9,7.1,1020.4,58,15.8,15.3
9444,22189,2017,4,4,0.8,2.3,20,4.4,5.3,5.7,1023.3,64,17.2,15.3
9445,22189,2017,4,5,1,2.3,18,4.4,4.9,7.7,1020,78,17.1,15.2
9446,22189,2017,4,6,2.2,5.2,9,6.4,7.1,10.9,1011.9,89,17.7,15.4
9447,22189,2017,4,7,0.8>,2.2>,02>,4.5>,5.8>,4.7>,1013.6,88,15.5,15.7
9448,22189,2017,4,8,0.4,0.8,1,4.9,8,2.8,1010.7,95,14.9,16
9449,22189,2017,4,9,1.3,3.8,17,5.4,7.1,8.6,1014.3,76,14.8,15.8
9450,22189,2017,4,10,2.2,4.8,14,7.1,8,9.3,1012.9,72,14.1,15.7
9451,22189,2017,4,상순,1.2,2.9,,5.4,6.8,6.8,1015.9,75,15,15.5
9452,22189,2017,4,11,1.9,4.4,15,6.5,7.1,8.4,1003.7,80,14.7,15.5
9453,22189,2017,4,12,1.4,3.7,12,6.5,8,7.6,1011.9,63,15.4,15.6
9454,22189,2017,4,13,1.1,2.7,20,5.7,8,7.7,1016.3,56,16.3,15.6
9455,22189,2017,4,14,1.7,3.7,23,5.4,6.4,10.9,1014.2,69,18.1,15.9
9456,22189,2017,4,15,1.3,3.6,6,5,6.4,8.9,1013.5,85,18,15.9
9457,22189,2017,4,16,0.6,1.4,3,3.6,4.3,6,1014.7,96,16.4,16
9458,22189,2017,4,17,1.3,5.1,22,4.5,8,8.4,1000.9,91,17.9,16.1
9459,22189,2017,4,18,1.9,5.1,22,7.1,9.1,7.7,999.2,72,17.4,16.1
9460,22189,2017,4,19,1.6,3.4,2,6,8,7.4,1008.2,57,16.9,16
9461,22189,2017,4,20,1.3,2.6,18,8.7,10.7,3.6,1011.1,70,17.4,16.1
9462,22189,2017,4,중순,1.4,3.6,,5.9,7.6,7.7,1009.4,74,16.9,15.9
9463,22189,2017,4,21,1,2.2,1,9.5,10.7,4.8,1010,65,16.7,16.2
9464,22189,2017,4,22,0.9,1.9,1,7,9.1,4.7,1013.4,66,15.2,16.1
9465,22189,2017,4,23,0.6,1.2,3,4.5,8,4.2,1017.9,61,16.6,16.4
9466,22189,2017,4,24,0.6>,1.5>,21>,3.8>,5.8>,5.2>,1020.1),73),17.6),16.4)
9467,22189,2017,4,25,0.8,1.6,19,3.9,4.6,6.1,1019,85,18.6,16.6
9468,22189,2017,4,26,0.6,1.1,11,3.6,4.3,4.4,1014.9,84,16.5,16.5
9469,22189,2017,4,27,0.6>,1.4>,22>,3.7>,5.3>,5.4,1010.7,58,16.3,16.2
9470,22189,2017,4,28,1.2,3.7,18,4.6,5.8,10,1006.1,64,17.6,16.4
9471,22189,2017,4,29,1.2,2.7,1,5.1,6.4,6.9,1006.9,67,18.4,16.5
9472,22189,2017,4,30,2,5.1,18,5.6,6.4,12.3,1007.7,73,18.7,16.3
9473,22189,2017,4,하순,1,2.2,,5.1,6.6,6.4,1012.7,70,17.2,16.4
9474,22189,2017,4,월,1.2,2.9,,5.5,7,7,1012.7,73,16.4,15.9
9475,22189,2017,5,1,1.5,3.6,8,6.1,6.4,8.3,1017.3,71,17.4,16.3
9476,22189,2017,5,2,0.9,1.8,11,5.4,6.4,5.4,1023.3,71,16.8,16.3
9477,22189,2017,5,3,0.7,1.8,8,5.8,8,3,1022,79,17.9,16.8
9478,22189,2017,5,4,0.6,1.4,9,4.5,7.1,2.5,1017.3,80,19.9,17.8
9479,22189,2017,5,5,0.4>,1.0>,06>,4.0>,4.9>,4.2>,1014.4),91),18.6),17.8)
9480,22189,2017,5,6,0.7,1.9,21,4.4,9.1,5.5,1013.8,68,18.2,17.5
9481,22189,2017,5,7,1.4,3.5,17,4.9,6.4,8.2,1012.6,68,17.7,17.1
9482,22189,2017,5,8,1.1,2.3,1,5,6.4,6.8,1013,74,17.7,16.9
9483,22189,2017,5,9,0.9,2.9,22,4.8,7.1,4.9,1011.9,80,16.5,16.7
9484,22189,2017,5,10,1.2,2.7,1,5.7,7.1,6,1009.5,89,16.4,16.7
9485,22189,2017,5,상순,0.9,2.3,,5.1,6.9,5.5,1015.5,77,17.7,17
9486,22189,2017,5,11,1.4,2.8,13,5.5,6.4,8.8,1012,88,17.1,16.2
9487,22189,2017,5,12,0.8,2.6,4,4.3,5.8,6,1011.2,90,17.1,15.9
9488,22189,2017,5,13,0.7,2.2,24,4.4,5.8,4.5,1006.6,88,16.9,16.6
9489,22189,2017,5,14,1.1,2.8,19,4.7,5.8,7.2,1008.5,70,17.4,16.4
9490,22189,2017,5,15,1.2,2.5,15,6.3,9.1,6.9,1011.1,67,17,16.9
9491,22189,2017,5,16,0.9,1.8,7,7.9,9.1,3.2,1010.5,80,16.7,17.4
9492,22189,2017,5,17,0.6,1.4,6,7.3,9.1,2.2,1011.7,85,16.9,17.7
9493,22189,2017,5,18,0.5,1.6,24,4.4,7.1,4.2,1015.2,86,17.6,17.5
9494,22189,2017,5,19,0.8,2.7,20,3.9,5.3,6.6,1014.8,78,18.5,17
9495,22189,2017,5,20,1,2.2,15,4.3,4.9,7.3,1014.6,78,18.4,17.2
9496,22189,2017,5,중순,0.9,2.3,,5.3,6.8,5.7,1011.6,81,17.4,16.9
9497,22189,2017,5,21,0.8,1.5,1,3.7,4.3,6.8,1014.8,82,18.3,17.3
9498,22189,2017,5,22,0.4,1,1,3.8,7.1,3.7,1014.8,89,17.3,17.7
9499,22189,2017,5,23,0.4,1.1,21,4.2,5.8,3.8,1011.4,88,17.8,18
9500,22189,2017,5,24,0.4,1,1,4.4,5.8,3.2,1008.6,91,18,18
9501,22189,2017,5,25,0.6,2,24,4,5.3,5.7,1004.6,89,18.3,18.2
9502,22189,2017,5,26,1.9,4.1,3,8.2,9.1,4.6,1008,70,15.8,17.7
9503,22189,2017,5,27,1.5,3.3,5,8.7,9.1,2.9,1012.8,79,17.3,18
9504,22189,2017,5,28,1.2,3,21,7,9.1,7.8,1012.8,82,18.3,17.9
9505,22189,2017,5,29,1.1,2.6,2,4.6,4.9,7.2,1011.1,80,18.9,17.5
9506,22189,2017,5,30,0.5,1.2,1,4.1,4.6,3.7,1009.6,87,19.1,17.9
9507,22189,2017,5,31,0.9,2,19,4.1,4.3,7.6,1003.7,90,19.1,17.7
9508,22189,2017,5,하순,0.9,2.1,,5.2,6.3,5.2,1010.2,84,18,17.8
9509,22189,2017,5,월,0.9,2.2,,5.2,6.7,5.4,1012.4,81,17.7,17.2
9510,22189,2017,6,1,0.8,2.5,18,3.9,5.3,5.4,999.3,91,18.7,17.7
9511,22189,2017,6,2,1.1>,2.2>,13>,6.1>,7.1>,4.3>,1004.6),74),17.3),18.2)
9512,22189,2017,6,3,1.4>,3.3>,21>,9.7>,12.8>,2.8>,1007.7),77),18.4),18.3)
9513,22189,2017,6,4,1.3,3,7,9.5,10.7,2.1,1011.5,81,18.3,18.8
9514,22189,2017,6,5,1.0>,2.1>,01>,8.8>,9.1>,4.4>,1016.4),82),18.7),19.1)
9515,22189,2017,6,6,0.8,2.1,2,7.4,8,3.9,1016.1,80,18.9,19.5
9516,22189,2017,6,7,1.6,3.6,12,5.6,7.1,9.9,1006.1,88,19.4,19.4
9517,22189,2017,6,8,0.8,1.9,1,4.5,5.8,5.1,1008.5,78,19.8,19.4
9518,22189,2017,6,9,1,2.9,23,3.9,4.9,7.6,1007.3,83,19.7,19.3
9519,22189,2017,6,10,0.9,2.3,11,4.7,5.3,5.9,1007.5,85,19,18.7
9520,22189,2017,6,상순,1.1,2.6,,6.4,7.6,5.1,1008.5,82,18.8,18.8
9521,22189,2017,6,11,0.8,2.1,23,4.3,5.8,6,1009.5,80,18.8,18.8
9522,22189,2017,6,12,1.3>,3.3>,05>,6.1>,9.1>,6.5>,1015.8),76),18.2),18.8)
9523,22189,2017,6,13,0.8>,1.8>,17>,8.1>,9.1>,3.2>,1015.5),73),x,19.1)
9524,22189,2017,6,14,0.7,1.6,2,6.7,9.1,4.7,1010.3,80,19.8,19.7
9525,22189,2017,6,15,0.6,1.5,1,3.4,4.6,4.9,1007.4,78,21.3,20.6
9526,22189,2017,6,16,0.9,2,22,4.6,8,6.4,1012,83,19.5,20.6
9527,22189,2017,6,17,1,2.2,4,7,9.1,4,1012,80,19.5,21.1
9528,22189,2017,6,18,0.6,1.4,10,5.8,7.1,2.1,1010.6,83,20.5,21.5
9529,22189,2017,6,19,0.8,2.2,18,4.1,5.8,6.8,1009.2,87,21.9,21.3
9530,22189,2017,6,20,0.6,2.5,2,4.1,6.4,5,1006.5,88,21.7,21.5
9531,22189,2017,6,중순,0.8,2.1,,5.4,7.4,5,1010.9,81,20.1,20.3
9532,22189,2017,6,21,1.2,2.4,13,5.7,7.1,6.2,1006,81,21.1,21.5
9533,22189,2017,6,22,0.8,2.5,2,6.7,8,4.2,1008.7,90,22,22
9534,22189,2017,6,23,0.4,0.9,3,5.9,7.1,3.4,1007.5,88,22.3,22.5
9535,22189,2017,6,24,0.4,0.8,16,4.3,5.8,2.6,1004,93,22.1,22.4
9536,22189,2017,6,25,0.5,1.1,6,5.3,7.1,3.3,1003.4,91,22.1,22.3
9537,22189,2017,6,26,0.4,1,23,6.1,7.1,3.1,1008.4,88,22.3,22.5
9538,22189,2017,6,27,0.8,1.7,8,6.8,8,3.4,1011.3,87,22.1),22.5
9539,22189,2017,6,28,x,x,x,x,x,x,x,x,x,x
9540,22189,2017,6,29,x,x,x,x,x,x,x,x,x,x
9541,22189,2017,6,30,0.8,1.6,12,3.5,4.9,7.3,1008.8,94,23.5,23.5
9542,22189,2017,6,하순,0.7,1.5,,5.5,6.9,4.2,1007.3,89,22.2,22.4
9543,22189,2017,6,월,0.9,2.1,,5.8,7.3,4.8,1009,84,20.3,20.4
9544,22189,2017,7,1,1,2.1,20,3.9,4.3,9.1,1008.4,96,23.4,22.4
9545,22189,2017,7,2,0.9,1.9,20,4.1,4.9,7.7,1010,96,23.8,22
9546,22189,2017,7,3,1.4,2.9,9,4.8,5.3,9.4,1008.5,95,23.6,21.1
9547,22189,2017,7,4,0.8,2,1,5.2>,10.7>,5.4,1007,96,22.6,21.9
9548,22189,2017,7,5,0.5,1.3,1,6,9.1,2.4,1011.3,94,22.5,23.2
9549,22189,2017,7,6,0.5,1.3,20,5.2,6.4,4,1011.7,94,24.3,23.9
9550,22189,2017,7,7,0.7,1.8,16,4,4.9,6.2,1010.3,95,24.7,24.2
9551,22189,2017,7,8,0.8,1.6,5,4.1,6.4,7.7,1008.7,96,25,24.2
9552,22189,2017,7,9,0.7,1.6,19,5.2,7.1,6.6,1007.8,94,24.9,23.7
9553,22189,2017,7,10,1.3,2.9,24,4.9,7.1,9.1,1005.6,93,25.3,23
9554,22189,2017,7,상순,0.9,1.9,,4.7,6.6,6.8,1008.9,95,24,23
9555,22189,2017,7,11,1.4,3.6,7,6.4,8,8.9,1007.8,93,23.8,22.7
9556,22189,2017,7,12,0.8,2,22,5.5,7.1,6.2,1009.1,92,24.1,23.2
9557,22189,2017,7,13,1,1.9,19,3.9,4.3,8.8,1007.6,93,24.4,23.6
9558,22189,2017,7,14,0.9,1.8,1,3.7,4.3,8.8,1008.5,96,24.8,23.9
9559,22189,2017,7,15,0.8,1.7,16,3.5,4.9,7.5,1011.3,95,25.6,23.8
9560,22189,2017,7,16,0.9,2.4,21,3.5,4.6,9,1012.2,93,26,24.9
9561,22189,2017,7,17,0.8,2,17,3.4,4.6,8.2,1011.9,88,26.5,25.3
9562,22189,2017,7,18,0.7,1.5,2,3.2,5.8,7.8,1009.2,89,26.4,26.3
9563,22189,2017,7,19,0.5,1.1,1,5.6,7.1,2.8,1007,87,27.1,26.8
9564,22189,2017,7,20,0.5,1,16,4.5,7.1,5.1,1007.7,90,27.1,26.8
9565,22189,2017,7,중순,0.8,1.9,,4.3,5.8,7.3,1009.2,92,25.6,24.7
9566,22189,2017,7,21,x,x,x,x,x,x,x,x,x,x
9567,22189,2017,7,22,,,,,,,,null,null,null
9568,22189,2017,7,23,,,,,,,,null,null,null
9569,22189,2017,7,24,,,,,,,,null,null,null
9570,22189,2017,7,25,,,,,,,,null,null,null
9571,22189,2017,7,26,,,,,,,,null,null,null
9572,22189,2017,7,27,,,,,,,,null,null,null
9573,22189,2017,7,28,x,x,x,x,x,x,x,x,x,x
9574,22189,2017,7,29,0.8,1.8,9,4.8,5.8,6.1,1008.4,90,25.9,26.3
9575,22189,2017,7,30,0.7,1.8,5,5.4,5.8,3.1,1007.8,87,26.9,27.1
9576,22189,2017,7,31,0.6,1.1,8,8.2,12.8,3.3,1009.2,88,27.6,27.8
9577,22189,2017,7,하순,,,,,,,,null,null,null
9578,22189,2017,7,월,,,,,,,,null,null,null
9579,22189,2017,9,1,2.2,4.8,11,6.8,7.1,10.2,1010.7,70,25,26.4
9580,22189,2017,9,2,1.7,3.5,1,6.1,6.4,8,1011.6,68,24.7,25.9
9581,22189,2017,9,3,1.4,3.1,2,6.6,7.1,6.9,1014.4,66,25.3,25.9
9582,22189,2017,9,4,1.2,2.5,16,6.2,7.1,6.2,1014.8,69,26.3,26.5
9583,22189,2017,9,5,0.7,1.5,2,5.5,6.4,2.8,1011.1,81,26,25.9
9584,22189,2017,9,6,0.5,1,1,4.6,6.4,2.7,1007,92,25.4,26.5
9585,22189,2017,9,7,0.5,1.2,7,4.2,5.8,3.4,1006,76,25.2,26.8
9586,22189,2017,9,8,0.5,1.1,4,5.3,6.4,2.1,1010.1,72,26.5,27.4
9587,22189,2017,9,9,0.3,0.7,7,5.2,7.1,2,1012.3,73,26.8,27.1
9588,22189,2017,9,10,0.3,0.8,24,4.8,7.1,2.8,1013.8,78,26.3,27
9589,22189,2017,9,상순,0.9,2,,5.5,6.7,4.7,1011.2,75,25.8,26.5
9590,22189,2017,9,11,1.8,5.1,14,6.2,8,8.8,1005.4,88,26,26.5
9591,22189,2017,9,12,1.3,3.5,1,6.7,8,3.5,1012,77,25.4,26.1
9592,22189,2017,9,13,1,2.1,20,5.4,7.1,6,1016.9,62,25.3,25.6
9593,22189,2017,9,14,1.1,2.6,24,5.7,7.1,6.4,1018.6,66,25.3,26.2
9594,22189,2017,9,15,2.3,5,10,6.5,8,11.2,1017.6,65,24.6,25.8
9595,22189,2017,9,16,2.4,4.7,18,6.8,7.1,11,1011.6,79,24.9,25.4
9596,22189,2017,9,17,2.8,6.6,22,7.2,8,11.8,1002.6,87,24.7,25.2
9597,22189,2017,9,18,1.9,6.8,1,7.6,9.1,6.2,1007.8,77,24.8,25.2
9598,22189,2017,9,19,1.1,2.4,20,6.2,9.1,7.6,1009.8,75,25.8,25.4
9599,22189,2017,9,20,1.1,3,6,5.2,9.1,7.8,1010.3,63,25.7,25.1
9600,22189,2017,9,중순,1.7,4.2,,6.4,8.1,8,1011.3,74,25.3,25.7
9601,22189,2017,9,21,1,2.1,8,8.1,9.1,3.3,1013.8,67,24,24.8
9602,22189,2017,9,22,0.7,1.2,3,5.9,7.1,2.8,1012.4,75,24.3,24.8
9603,22189,2017,9,23,0.4,0.8,1,5.6,8,2.9,1015.1,69,25,24.8
9604,22189,2017,9,24,0.3,0.6,1,5.2,6.4,2.3,1015.2,72,25,24.4
9605,22189,2017,9,25,0.2,0.8,23,3.4,5.3,3.4,1014.4,80,25,24.9
9606,22189,2017,9,26,0.5,1.3,19,5.1,6.4,3.7,1012.8,78,24.2,24.4
9607,22189,2017,9,27,1.6,5.7,24,5.8,7.1,8.1,1004.2,91,24.1,24.7
9608,22189,2017,9,28,2.3,5.2,4,7.6,9.1,8.2,1008.3,71,23.2,24.7
9609,22189,2017,9,29,1.1,2.2,2,6.2,8,5,1016.7,49,20.8,24.5
9610,22189,2017,9,30,0.5,1.3,1,5.3,6.4,2.8,1021.8,51,23.3,24.6
9611,22189,2017,9,하순,0.9,2.1,,5.8,7.3,4.3,1013.5,70,23.9,24.7
9612,22189,2017,9,월,1.2,2.8,,5.9,7.3,5.7,1012,73,25,25.6
9613,22189,2017,10,1,0.7,1.9,23,4.1,7.1,6.1,1017.8,66,24.3,24.4
9614,22189,2017,10,2,2.1,4.6,8,6.4,8,10.5,1008.7,88,23.5,24
9615,22189,2017,10,3,2.1,4.2,3,7,9.1,8.6,1015.8,78,22.9,23.7
