,loc,year,month,day,유의파고 평균,최대파고 최고,최대파고 시간,파주기 평균,파주기 최고,평균풍속,평균 현지기압,평균습도,평균기온,평균수온
9616,22189,2017,10,4,2,4.4,2,7.2,9.1,8,1022.1,64,21.2,24.8
9617,22189,2017,10,5,1.7,4,13,6.2,8,7.9,1022.6,66,22.1,25
9618,22189,2017,10,6,1.4,3.3,11,6.1,6.4,5.5,1017.1,88,22.7,25.2
9619,22189,2017,10,7,1.3,3.1,13,6,7.1,6.5,1018.6,84,23.7,24.9
9620,22189,2017,10,8,0.7,1.9,7,5.2,6.4,3.5,1022.3,81,24.2,24.6
9621,22189,2017,10,9,0.3,0.7,1,4.5,6.4,2.7,1021.2,79,24.8,25
9622,22189,2017,10,10,0.5,1.8,24,3.7,10.7,4.6,1018.4,82,24.9,24.7
9623,22189,2017,10,상순,1.3,3,,5.6,7.8,6.4,1018.5,78,23.4,24.6
9624,22189,2017,10,11,1.5,3.2,18,8.6,10.7,5.7,1015.7,84,24.2,24.8
9625,22189,2017,10,12,1.8,4.3,16,7.2,9.1,7.5,1016.8,84,21.1,25
9626,22189,2017,10,13,1.9,4,6,7.5,9.1,7.3,1018.5,67,20.1,24.4
9627,22189,2017,10,14,2.2,5.3,9,7.1,8,9.6,1022.2,70,20.7,24.3
9628,22189,2017,10,15,2.1,4.7,20,6.6,8,10,1025,70,20.7,23.9
9629,22189,2017,10,16,2,4.2,2,7,8,9.1,1024.1,64,21.3,23.6
9630,22189,2017,10,17,1.6,3,4,5.7,6.4,9.1,1022.8,65,21.4,23.6
9631,22189,2017,10,18,2.5,5.7,17,7.1,8,10.9,1021.4,68,20.7,23.8
9632,22189,2017,10,19,2,4.6,1,6.6,7.1,9.1,1017.1,67,20.8,23.5
9633,22189,2017,10,20,1.5,3,8,5.7,6.4,8.7,1017.1,68,21.1,23.4
9634,22189,2017,10,중순,1.9,4.2,,6.9,8.1,8.7,1020.1,71,21.2,24
9635,22189,2017,10,21,1.9,4.9,24,6,7.1,10.8,1014.8,69,21.1,23.2
9636,22189,2017,10,22,4.6,10.1>,24>,8.7,10.7,16.5,1006.7,74,20.9,22.8
9637,22189,2017,10,23,5,11.8,3,10.8,12.8,11.1,1015,64,18,22.3
9638,22189,2017,10,24,2.5,5.9,4,10.6,10.7,5.5,1023,58,17.8,22.1
9639,22189,2017,10,25,1.1,2.9,4,8.3,10.7,4.2,1023.4,57,18.5,22.1
9640,22189,2017,10,26,0.6>,1.1>,03>,6.5>,8.0>,2.2>,1020.8,64,19.6,22
9641,22189,2017,10,27,0.6,1.3,23,4.4,5.3,4.4,1018.8,71,20.4,22
9642,22189,2017,10,28,1.1,2.4,23,4.5,4.9,8,1018.3,79,21.2,21.7
9643,22189,2017,10,29,1.5,3.6,13,4.9,5.8,10,1011.3,69,20.1,21.8
9644,22189,2017,10,30,2.9,6.6,10,9.3,10.7,6.4,1021.7,60,15.3,21.6
9645,22189,2017,10,31,1.3,3.7,1,8.3,10.7,3.8,1023.5,44,17.4,21.3
9646,22189,2017,10,하순,2.1,4.9,,7.5,8.9,7.5,1017.9,65,19.1,22.1
9647,22189,2017,10,월,1.8,4.1,,6.7,8.3,7.5,1018.8,71,21.2,23.5
9648,22189,2017,11,1,0.9,1.9,1,5.6,10.7,6.7,1020.2,51,18.9,21.4
9649,22189,2017,11,2,0.5,1,2,5.8,10.7,3.5,1017.3,62,19.5,20.8
9650,22189,2017,11,3,0.6,1.8,24,4.1,7.1,4.8,1016.8,66,19.8,21.5
9651,22189,2017,11,4,2.7,6.3,10,9.1,10.7,7.8,1024.7,64,14.3,21
9652,22189,2017,11,5,1.3,3.4,2,8.3,9.1,3.8,1027,49,15.9,21.5
9653,22189,2017,11,6,1.2,2.2,5,4.4,8,9.3,1022.9,64,18.1,21.1
9654,22189,2017,11,7,0.9,2.2,5,4.2,7.1,6.8,1020.5,71,19.3,21.2
9655,22189,2017,11,8,0.9,2.1,22,4.2,5.3,6,1016.7,67,20.9,21
9656,22189,2017,11,9,1.5>,3.2>,11>,7.0>,9.1>,6.1>,1022.6],62],17.9],20.8]
9657,22189,2017,11,10,1.4,3.7,21,5.9,8,8.7,1014.8,70,19.8,20.8
9658,22189,2017,11,상순,1.2,2.8,,5.9,8.6,6.4,1020.4,63,18.4,21.1
9659,22189,2017,11,11,2,3.7,5,7.5,9.1,7.9,1018.2,50,13,20.6
9660,22189,2017,11,12,1.4,3.5,3,9,12.8,3,1020.3,52,15.2,20.5
9661,22189,2017,11,13,1.3,2.5,11,11.6,12.8,6.8,1016.8,63,17.4,20.4
9662,22189,2017,11,14,0.8,2.3,24,6.6,10.7,5.8,1016.1,46,17.1,20.8
9663,22189,2017,11,15,1.3,3,4,6,8,8.7,1019.2,49,12.4,19.9
9664,22189,2017,11,16,1,2.4,7,7,8,5.3,1023.2,49,10.1,20.7
9665,22189,2017,11,17,0.7,1.6,1,6.5,8,3.6,1018.7,52,15,20.3
9666,22189,2017,11,18,1.9,4.8,21,6.4,10.7,9.4,1015.3,56,11.7,20.2
9667,22189,2017,11,19,2.4,5.2,9,8,9.1,10.2,1023.6,49,6.7,19.8
9668,22189,2017,11,20,1.6,3.8,12,8.1,9.1,8.4,1024.2,46,9.6,19.7
9669,22189,2017,11,중순,1.4,3.3,,7.7,9.8,6.9,1019.6,51,12.8,20.3
9670,22189,2017,11,21,1.1,2.4,24,7,9.1,5,1025,55,12.2,20.3
9671,22189,2017,11,22,0.8,2,1,3.7,4.3,6.9,1017.2,55,14.3,19.5
9672,22189,2017,11,23,1.5,4.2,7,6.4,9.1,9.3,1019,45,9.3,19.7
9673,22189,2017,11,24,1.4,2.9,18,5.6,8,8.4,1022.9,55,9.5,19.7
9674,22189,2017,11,25,1.3,3.1,22,6.1,8,7.3,1026.5,56,11.2,19.6
9675,22189,2017,11,26,1.4,3.4,2,5.2,5.8,7.6,1022.3,61,15.8,19.3
9676,22189,2017,11,27,0.9,1.9,24,6,8,4.7,1024.9,63,15.8,19.5
9677,22189,2017,11,28,1.0>,2.4>,21>,4.2>,7.1>,7.7>,1020.9],71],18.1],18.6]
9678,22189,2017,11,29,0.7,1.7,13,4.2,8,5.9,1020.7,57,16.6,18.8
9679,22189,2017,11,30,1.6,3.7,24,7.7,10.7,9.6,1021.2,47,11.8,19.3
9680,22189,2017,11,하순,1.2,2.8,,5.6,7.8,7.2,1022.1,57,13.5,19.4
9681,22189,2017,11,월,1.3,2.9,,6.4,8.7,6.8,1020.7,57,14.9,20.3
9682,22189,2017,12,1,2.1,4.8,10,8.1,9.1,8.6,1027.5,45,6.2,19.2
9683,22189,2017,12,2,1.3,3.2,1,7.5,8,4.9,1027.6,52,8.7,18.5
9684,22189,2017,12,3,0.5,1.3,1,6,9.1,2.4,1023.4,53,12.5,18.1
9685,22189,2017,12,4,1,3.9,24,5,6.4,7.4,1017.5,55,10.9,18.2
9686,22189,2017,12,5,2.3,4.2,3,8,9.1,10.7,1019.4,55,4.5,17.3
9687,22189,2017,12,6,1.6,4.3,2,7.8,9.1,4.9,1023.2,50,8.1,17.5
9688,22189,2017,12,7,1.0>,2.2>,05>,4.8>,8.0>,7.1>,1019.9,55,10.8,17.4
9689,22189,2017,12,8,2.3,5,21,7.6,10.7,9.3,1018.9,52,5.6,17.4
9690,22189,2017,12,9,1.7,4.7,1,8,9.1,6.7,1019.5,59,8,17.1
9691,22189,2017,12,10,1,2.4,23,5.7,7.1,7.4,1013.3,62,11.8,16.8
9692,22189,2017,12,상순,1.5,3.6,,6.9,8.6,6.9,1021,54,8.7,17.8
9693,22189,2017,12,11,2.1,5.3,20,6.6,9.1,10.4,1018.4,52,4.7,16.4
9694,22189,2017,12,12,2.4,4.4,8,9,10.7,10.9,1025.4,49,1,16
9695,22189,2017,12,13,2.2,4.2,3,8.1,10.7,8.6,1026.7,48,3.5,17.1
9696,22189,2017,12,14,1.7,3.3,16,8.8,10.7,3.8,1028.4,61,8.1,17.1
9697,22189,2017,12,15,1.5,3,14,9.8,10.7,4.6,1023.7,50,10.1,16
9698,22189,2017,12,16,1.5>,3.7>,24>,6.9>,10.7>,8.8>,1022.6,52,5.9,16.3
9699,22189,2017,12,17,2,4.9,3,8,9.1,10.1,1027,51,2.2,16.4
9700,22189,2017,12,18,1.2,3.3,5,6.9,8,6.7,1027.2,54,6.6,16.1
9701,22189,2017,12,19,1.3>,2.8>,16>,5.7>,8.0>,7.9>,1027.6],50],6.6],16.6]
9702,22189,2017,12,20,1.3,2.7,9,6.8,8,5.2,1029.6,47,5.9,16.5
9703,22189,2017,12,중순,1.7,3.8,,7.7,9.6,7.7,1025.7,51,5.5,16.5
9704,22189,2017,12,21,0.8,1.8,10,5.7,7.1,5.1,1028.6,48,8.7,16.3
9705,22189,2017,12,22,0.7,1.6,6,4.5,6.4,4.7,1025.5,53,9.4,16.1
9706,22189,2017,12,23,0.8,1.6,2,3.8,5.8,5.8,1022.9,54,11.9,16
9707,22189,2017,12,24,1.6>,4.5>,14>,4.6>,6.4>,9.9>,1011.1],69],13.4],15.8]
9708,22189,2017,12,25,2.2,5,6,7.2,9.1,11.6,1018.1,48,7.4,15.7
9709,22189,2017,12,26,1.8,4.2,2,8.3,10.7,8.4,1021.1,52,6.3,15.6
9710,22189,2017,12,27,2.4,4.8,12,8.8,12.8,9.7,1025.5,43,3.3,15.8
9711,22189,2017,12,28,1.7,3.5,11,8.9,12.8,6.7,1026.5,52,6.2,15.7
9712,22189,2017,12,29,1.5,3.2,12,9.5,10.7,7.5,1024.3,60,9.6,15.4
9713,22189,2017,12,30,1.4,2.9,14,8.7,9.1,4.5,1023.2,66,11.6,15.8
9714,22189,2017,12,31,1.4,3.2,13,5.6,9.1,7.8,1019.3,53,9,16
9715,22189,2017,12,하순,1.5,3.3,,6.9,9.1,7.4,1022.4,54,8.8,15.8
9716,22189,2017,12,월,1.6,3.5,,7.1,9.1,7.4,1023,53,7.7,16.7
9717,22189,2018,1,1,2.1,4.7,9,8.2,10.7,10.1,1024.2,48,6.4,15.8
9718,22189,2018,1,2,1.7,3.8,3,7.9,9.1,8.2,1025.5,49,8,15.6
9719,22189,2018,1,3,2,3.8,21,8.7,9.1,6.5,1026.2,47,5.9,15.1
9720,22189,2018,1,4,2.1>,4.6>,17>,10.1>,12.8>,3.9>,1024.4),58),6.5),15.5)
9721,22189,2018,1,5,1.5,3.3,4,8,9.1,4.5,1016.8,59,8.3,15.8
9722,22189,2018,1,6,1.3,3.2,10,5.3,8,8.1,1019.5,48,7.6,16
9723,22189,2018,1,7,1,1.9,6,7.2,9.1,2.4,1020.7,53,10.7,16.1
9724,22189,2018,1,8,0.9,2,20,4.8,7.1,5.7,1008.4,80,10.9,15.7
9725,22189,2018,1,9,1.7,3.5,6,6.2,8,10,1010.6,55,6.1,15.6
9726,22189,2018,1,10,1.7>,3.6>,22>,7.2>,8.0>,8.9>,1015.3,56,3.6,15.6
9727,22189,2018,1,상순,1.6,3.4,,7.4,9.1,6.8,1019.2,55,7.4,15.7
9728,22189,2018,1,11,2.2,4.5,24,10.2,12.8,9.7,1023,58,-0.6,15.5
9729,22189,2018,1,12,2.1,4.5,9,9.9,12.8,8.8,1027.4,58,-0.5,15.4
9730,22189,2018,1,13,1.6,3.2,1,8.1,10.7,8.9,1030.5,62,4.3,15.1
9731,22189,2018,1,14,1,2,1,7.3,8,4.4,1029.7,60,8.4,15.1
9732,22189,2018,1,15,1.2,2.7,8,4.7,5.3,7.1,1022.7,65,13.2,15.2
9733,22189,2018,1,16,1,3.2,23,4.7,5.3,6.6,1017.1,82,12.7,14.9
9734,22189,2018,1,17,1.7,4.8,18,6,7.1,7.2,1015.1,82,11.7,14.7
9735,22189,2018,1,18,0.9,2.2,3,6.3,7.1,5.5,1020.5,62,10.9,14.6
9736,22189,2018,1,19,0.9>,1.8>,02>,6.7>,8.0>,3.8>,1021.0),52),10.1),14.7)
9737,22189,2018,1,20,0.9,2.1,1,5.4,7.1,4.6,1020.9,46,9.3,14.8
9738,22189,2018,1,중순,1.4,3.1,,6.9,8.4,6.7,1022.8,63,8,15
9739,22189,2018,1,21,1,2.3,9,5.6,8,6,1021.5,49,9.4,14.8
9740,22189,2018,1,22,1.2>,2.6>,23>,7.1>,8.0>,5.9>,1014.4,65,9.9,14.9
9741,22189,2018,1,23,2,6,24,6.7,10.7,10.7,1017.5,53,2.9,14.5
9742,22189,2018,1,24,2.9,5.7,6,10.5,10.7,10.5,1023.5,58,-2.9,14.1
9743,22189,2018,1,25,2.7,5.2,15,10.6,12.8,7.3,1023.2,54,-0.5,13.9
9744,22189,2018,1,26,2.9,5.6,2,10.3,10.7,9.1,1023.2,58,-2.1,13.7
9745,22189,2018,1,27,2.3>,4.5>,05>,10.6>,12.8>,2.2>,1025.3),56),2.4),13.8)
9746,22189,2018,1,28,1.4,2.9,3,8.7,10.7,6.5,1018,51,5.6,13.9
9747,22189,2018,1,29,1.7,4,10,6.9,9.1,8.9,1019.8,50,0.6,13.6
9748,22189,2018,1,30,1.6,4.2,3,7.4,9.1,7.4,1023.9,49,1.8,13.4
9749,22189,2018,1,31,0.8,2,8,6.9,8,4.1,1026,49,5.7,13.5
9750,22189,2018,1,하순,1.9,4.1,,8.3,10.1,7.1,1021.5,54,3,14
9751,22189,2018,1,월,1.6,3.6,,7.6,9.2,6.9,1021.2,57,6,14.9
9752,22189,2018,2,1,0.8>,1.8>,12>,5.8>,7.1>,5.2>,1025.8,48,6.2,13.7
9753,22189,2018,2,2,1.2,2.6,11,6.3,7.1,6.2,1024.7,59,7,13.6
9754,22189,2018,2,3,1.6>,3.4>,05>,6.9>,9.1>,9.0>,1022.6,49,3.8,13.5
9755,22189,2018,2,4,2.7>,5.8>,16>,8.2>,10.7>,10.8>,1022.7,55,-0.9,13.4
9756,22189,2018,2,5,2.8,6.3,6,9.8,10.7,11.2,1022.3,51,-0.5,13.1
9757,22189,2018,2,6,2.8,6.4,21,11.3,12.8,9.5,1021.7,52,-1.5,12.9
9758,22189,2018,2,7,2.7,6.5,2,10.7,12.8,4.9,1023.7,56,-0.4,12.9
9759,22189,2018,2,8,1.5,4,3,8.8,9.1,3.3,1023.7,43,4.9,12.9
9760,22189,2018,2,9,1.2,2.6,21,6.4,9.1,6.2,1021.6,65,10.3,13.4
9761,22189,2018,2,10,0.9,2.5,3,4.1,5.3,6.3,1017.3,51,10,13.4
9762,22189,2018,2,상순,1.8,4.2,,7.8,9.4,7.3,1022.6,53,3.9,13.3
9763,22189,2018,2,11,1.7,4,21,6.3,9.1,9.3,1020.6,50,2.1,13.1
9764,22189,2018,2,12,1.8,3.6,10,6.4,9.1,7.7,1019.8,55,2.2,13.1
9765,22189,2018,2,13,1.6,3,1,6.7,8,7.6,1022.4,54,4.7,13.2
9766,22189,2018,2,14,2.2,6.6,21,6.1,7.1,11.9,1016.5,71,11.8,12.8
9767,22189,2018,2,15,1.3>,3.5>,01>,6.6>,8.0>,5.4>,1018.6,62,9.6,12.5
9768,22189,2018,2,16,1,2,3,6.7,9.1,3.8,1015.2,57,10,12.5
9769,22189,2018,2,17,x,x,x,x,x,x,x,x,x,x
9770,22189,2018,2,18,1.3,3.5,6,8.7,10.7,2.8,1024,41,6.7,12.6
9771,22189,2018,2,19,1.2,2.9,2,9.8,10.7,3.4,1021.9,50,9.4,13.2
9772,22189,2018,2,20,0.8,1.6,2,7.8,9.1,3.9,1020.2,42,10.6,13.1
9773,22189,2018,2,중순,1.4,3.4,,7.2,9,6.2,1019.9,54,7.5,12.9
9774,22189,2018,2,21,1.5,3,15,5.9,8,7.1,1020.8,51,7.3,13
9775,22189,2018,2,22,1.1,2.7,6,6.5,8,4.9,1021.7,42,6.5,12.9
9776,22189,2018,2,23,0.9,2.1,24,4,4.9,7.2,1022.4,53,9.8,13.1
9777,22189,2018,2,24,0.9,2.3,2,4.8,7.1,6.6,1026.3,57,11.1,13.4
9778,22189,2018,2,25,1.4,2.8,16,7.3,8,3.6,1023.1,73,10.8,14.2
9779,22189,2018,2,26,1.3>,2.7>,07>,6.7>,9.1>,5.9,1024,67,9.4,14.3
9780,22189,2018,2,27,0.9,1.8,19,5.4,8,5.8,1023,64,12.5,14.2
9781,22189,2018,2,28,1.8,6,21,5.8,8,8.6,1007.8,78,13.4,14.4
9782,22189,2018,2,하순,1.2,2.9,,5.8,7.6,6.2,1021.1,61,10.1,13.7
9783,22189,2018,2,월,1.5,3.6,,7,8.7,6.6,1021.3,55,6.9,13.3
9784,22189,2018,3,1,2.6,5.3,2,7.8,9.1,11.1,1004.8,54,10.9,14.2
9785,22189,2018,3,2,1.8,3.7,14,9,10.7,5.8,1016.3,57,7.6,14.1
9786,22189,2018,3,3,1,2.9,1,6.8,10.7,7.1,1014.6,70,13.1,14.2
9787,22189,2018,3,4,0.9,1.7,2,8.9,10.7,5.7,1014.3,89,15,14.3
9788,22189,2018,3,5,4,10.4,13,8.7,10.7,13.5,1014.4,85,9.9,14.2
9789,22189,2018,3,6,3,7,1,9.7,10.7,9,1028.9,65,8.4,13.9
9790,22189,2018,3,7,2.4,5.3,13,7.3,8,9.6,1027.3,73,10.1,13.3
9791,22189,2018,3,8,3.5,9.3,22,7.6,9.1,13.8,1014.4,86,9.3,13.2
9792,22189,2018,3,9,4,8.3,4,9.7,10.7,9,1022.6,70,7.8,13.4
9793,22189,2018,3,10,1.9,4.9,2,9.2,10.7,5,1023.2,65,10.2,14.1
9794,22189,2018,3,상순,2.5,5.9,,8.5,10.1,9,1018.1,71,10.2,13.9
9795,22189,2018,3,11,1,2.1,23,8.7,10.7,5.4,1023.7,55,12,14.5
9796,22189,2018,3,12,1.3,2.5,23,7.4,9.1,5.6,1022.6,68,14.3,13.8
9797,22189,2018,3,13,1.3>,2.7>,16>,4.5>,4.9>,10.3>,1019.6),82),14.8),14.0)
9798,22189,2018,3,14,0.8>,2.0>,04>,3.6>,4.6>,8.3>,1020.4),90),15.9),14.5)
9799,22189,2018,3,15,1.0>,2.6>,18>,4.3>,6.4>,7.9>,1015.4),94),16.3),14.6)
9800,22189,2018,3,16,4.2>,8.0>,13>,9.0>,10.7>,13.4>,1023.1),75),8.2),14.1)
9801,22189,2018,3,17,1.7>,4.5>,01>,8.2>,9.1>,4.6>,1028.5),65),8.3),13.9)
9802,22189,2018,3,18,0.8>,1.6>,02>,7.6>,9.1>,4.2>,1022.0),78),13.1),14.5)
9803,22189,2018,3,19,2.3,7.9,24,6.3,9.1,10.4,1015,92,12.5,14.3
9804,22189,2018,3,20,4.7>,8.8>,16>,9.0>,9.1>,14.9>,1021.2),71),8.9),14.0)
9805,22189,2018,3,중순,1.9,4.3,,6.9,8.3,8.5,1021.2,77,12.4,14.2
9806,22189,2018,3,21,5.1>,10.1>,03>,9.1>,9.1>,15.5>,1011.4),87),7.3),13.7)
9807,22189,2018,3,22,3.3>,9.5>,01>,8.6>,9.1>,7.9>,1011.8),61),8.7),13.6)
9808,22189,2018,3,23,1.5>,2.9>,06>,8.0>,9.1>,3.7>,1017.3),55),11.8),14.0)
9809,22189,2018,3,24,1.1,2.9,20,6.5,9.1,6.9,1020.3,55,13.8,14.1
9810,22189,2018,3,25,1.1,2.3,23,6.7,8,6.6,1022.3,65,15.1,14
9811,22189,2018,3,26,0.8>,2.1>,19>,4.2>,4.9>,6.5>,1020.0),79),15.0),13.9)
9812,22189,2018,3,27,1,2.9,21,4.4,5.3,7.1,1017.1,77,15.6,14.4
9813,22189,2018,3,28,1.3,3.5,21,4.6,5.3,10.1,1015.9,80,15.6,14.9
9814,22189,2018,3,29,1,2.6,1,4.5,6.4,6.7,1019.6,81,14.7,15
9815,22189,2018,3,30,1.5>,3.4>,14>,6.1>,7.1>,7.8>,1025.0),58),13.8),14.7)
9816,22189,2018,3,31,1,2.8,1,5.5,7.1,4.3,1020.6,70,14.6,14.5
9817,22189,2018,3,하순,1.7,4.1,,6.2,7.3,7.6,1018.3,70,13.3,14.3
9818,22189,2018,3,월,2,4.7,,7.1,8.5,8.3,1019.1,73,12,14.1
9819,22189,2018,4,1,0.9,2.4,21,3.9,4.6,8.6,1016.6,90,16.3,15
9820,22189,2018,4,2,0.6,1.9,20,3.3,4.3,7.1,1016.2,91,17,15.2
9821,22189,2018,4,3,0.8>,2.1>,21>,3.5>,4.6>,8.2>,1016.8),96),16.4),15.3)
9822,22189,2018,4,4,1.6,4.1,22,6.1,8,8.2,1019.5,84,12.7,15
9823,22189,2018,4,5,2.0>,3.9>,07>,7.2>,8.0>,6.4>,1018.6),80),12.3),15.1)
9824,22189,2018,4,6,1.5,3.8,24,5.9,7.1,8.1,1008,74,13,15.1
9825,22189,2018,4,7,1.8>,3.7>,06>,5.8>,8.0>,9.4>,1011.3),50),9.2),14.7)
9826,22189,2018,4,8,1.9,6.3,24,6.4,8,9.8,1016.7,53,10.1,14.7
9827,22189,2018,4,9,2.1,5.7,2,7.9,8,6.1,1017,66,14.7,14.9
9828,22189,2018,4,10,1.3,3.9,23,5.9,8,8.2,1015.4,80,16.3,14.8
9829,22189,2018,4,상순,1.5,3.8,,5.6,6.9,8,1015.6,76,13.8,15
9830,22189,2018,4,11,2.1,5.3,6,5.8,7.1,9.9,1008.2,82,17.2,14.8
9831,22189,2018,4,12,0.9,2.3,4,4.4,6.4,6.5,1016.1,56,16.4,14.7
9832,22189,2018,4,13,1.1>,2.8>,22>,4.6>,5.8>,7.4>,1023.8),58),14.6),14.4)
9833,22189,2018,4,14,2.0>,4.5>,16>,7.0>,9.1>,6.9>,1008.4),83),14.8),14.7)
9834,22189,2018,4,15,1.3,3,1,5.9,7.1,6.4,1009.7,63,14.1,15.2
9835,22189,2018,4,16,1.1>,2.5>,04>,5.5>,6.4>,7.2>,1018.7,71,14.1,15.1
9836,22189,2018,4,17,0.8>,1.5>,04>,6.6>,9.1>,4.2>,1019.8,77,14.9,15.2
9837,22189,2018,4,18,0.8,2.1,23,6.3,9.1,5.8,1016.3,75,15.9,15.5
9838,22189,2018,4,19,1.3>,3.4>,18>,5.0>,6.4>,9.5>,1015.6],78],16.1],15.4]
9839,22189,2018,4,20,0.6,1.8,1,4.5,7.1,2.9,1019.1,81,17.7,16
9840,22189,2018,4,중순,1.2,2.9,,5.6,7.4,6.7,1015.6,72,15.6,15.1
9841,22189,2018,4,21,0.8>,2.1>,16>,3.8>,4.6>,7.9>,1018.5),87),17.1),15.7)
9842,22189,2018,4,22,0.9>,4.1>,22>,4.4>,8.0>,6.6>,1019.8),90),16.1),15.8)
9843,22189,2018,4,23,1.8>,3.7>,24>,7.3>,8.0>,9.0>,1016.8,91,14.5,15.4
9844,22189,2018,4,24,2.8>,6.5>,21>,7.3>,8.0>,12.8>,1009.1,88,14,15
9845,22189,2018,4,25,2.5>,6.7>,04>,7.8>,9.1>,9.2>,1012.1),64),14.1),14.6)
9846,22189,2018,4,26,1.0>,2.4>,01>,7.2>,8.0>,3.7>,1014.0),79),14.6),15.5)
9847,22189,2018,4,27,1.2,3.6,20,6.5,8,6.4,1013.4,71,16,15.5
9848,22189,2018,4,28,1.3>,3.3>,01>,6.3>,8.0>,6.9>,1015.7,79,16.5,15.8
9849,22189,2018,4,29,1.1,2.4,24,4.4,4.9,9.7,1012.9,87,17.3,16.4
9850,22189,2018,4,30,0.9,2.5,1,3.9,4.6,8.9,1014.2,89,18.3,16.5
9851,22189,2018,4,하순,1.4,3.7,,5.9,7.1,8.1,1014.7,83,15.9,15.6
9852,22189,2018,4,월,1.4,3.5,,5.7,7.1,7.6,1015.3,77,15.1,15.2
9853,22189,2018,5,1,0.5,1.1,1,4.7,7.1,3.3,1015.1,87,17.5,17
9854,22189,2018,5,2,0.9,2.6,15,5.4,7.1,5.8,1005.4,94,16.5,16.8
9855,22189,2018,5,3,1.9,4.4,17,6.2,9.1,9.9,1006.6,59,16.4,16.5
9856,22189,2018,5,4,2.4,4.7,7,6.5,8,11.7,1012.3,63,16.2,16.1
9857,22189,2018,5,5,2,4,1,5.8,7.1,11,1016.1,81,17.5,15.9
9858,22189,2018,5,6,x,x,x,x,x,x,x,x,x,x
9859,22189,2018,5,7,,,,,,,,null,null,null
9860,22189,2018,5,8,,,,,,,,null,null,null
9861,22189,2018,5,9,,,,,,,,null,null,null
9862,22189,2018,5,10,,,,,,,,null,null,null
9863,22189,2018,5,상순,,,,,,,,null,null,null
9864,22189,2018,5,11,x,x,x,x,x,x,x,x,x,x
9865,22189,2018,5,12,0.7>,1.8>,01>,3.6>,4.9>,6.2>,1012.8,87,19.2,17.1
9866,22189,2018,5,13,1.0>,2.8>,08>,4.6,5.3,6.5,1006.5,95,19.1,17.5
9867,22189,2018,5,14,0.4,1,1,4.1,5.8,4,1010.9,89,19.2,18.2
9868,22189,2018,5,15,0.8,2.0>,20>,3.8,4.6,7.8,1010.5,86,20,17.7
9869,22189,2018,5,16,0.8,2.0>,23>,4,4.9,7.2,1009,93,20,17.1
9870,22189,2018,5,17,1.0>,2.7>,03>,5.0>,5.3>,7.7,1006.7,98,21,17.8
9871,22189,2018,5,18,1.8,5.2>,24>,6.7,9.1,9.7,1006.9,92],17.8,18
9872,22189,2018,5,19,2.5,5.5,6,7.9,9.1,11,1016.7,78,16.1,17.5
9873,22189,2018,5,20,2.2,4.1,18,7.7,9.1,10.4,1019.5,79,16.5,17.3
9874,22189,2018,5,중순,1.2,3,,5.3,6.5,7.8,1011.1,89,18.8,17.6
9875,22189,2018,5,21,1.7,4,3,7.3,8,8.8,1018.6,88,17.1,17
9876,22189,2018,5,22,0.7,2,1,5.8,7.1,3.9,1013.5,91,17.7,17.7
9877,22189,2018,5,23,0.7>,1.8>,11>,4.8>,5.8>,5.1>,1006.5),88),19.2),18.0)
9878,22189,2018,5,24,0.8,2.3,21,4.6,5.8,6.5,1008.6,76,19.8,18.1
9879,22189,2018,5,25,0.6,1.7,1,3.5,4.3,5.7,1007.2,81,21.2,18.9
9880,22189,2018,5,26,0.5,1.1,6,3.7,5.8,4.7,1008.9,85,20,19.1
9881,22189,2018,5,27,0.3>,0.8>,01>,4.6>,8.0>,3,1010.7,89,20.2,19.4
9882,22189,2018,5,28,0.5,1.1,17,5.2,9.1,3.9,1010.8,92,20.2,19.6
9883,22189,2018,5,29,0.4,0.9,18,6,8,3,1011.4,95,21,19.8
9884,22189,2018,5,30,0.5,1.2,20,4.1,6.4,4.7,1009.6,95,21.8,20
9885,22189,2018,5,31,0.5,1.3,9,3.8,4.9,4.8,1010.2,82,20.8,19.8
9886,22189,2018,5,하순,0.7,1.7,,4.9,6.7,4.9,1010.5,88,19.9,18.9
9887,22189,2018,5,월,1,2.5,,5.2,6.8,6.7,1010.8,86,18.9,17.9
9888,22190,2016,11,1,2.4,5.8,13,7.9,9.1,7.8,1025.9,56,11.3,19.9
9889,22190,2016,11,2,1.6,3.8,3,6.8,9.1,5.7,1024.3,49,11.5,19.7
9890,22190,2016,11,3,1.1,2.2,15,6.2,7.1,4.1,1020.8,49,12.9,19.5
9891,22190,2016,11,4,1.0>,2.0>,03>,5.2>,8.0>,7.6>,1015.7,50,15.8,19.3
9892,22190,2016,11,5,0.9,2.2,24,3.7,4.6,8.1,1012.1,60,17.7,19.2
9893,22190,2016,11,6,3.3,6.8,5,8.9,10.7,9,1026.7,72,12.8,19.1
9894,22190,2016,11,7,1.7,4.3,3,7.6,9.1,8.2,1023.4,67,15.5,19.3
9895,22190,2016,11,8,2.4,6.2,23,7.6,10.7,8.4,1019.7,70,13.6,19.2
9896,22190,2016,11,9,3,7.4,3,8.9,10.7,6.5,1027,61,10,18.8
9897,22190,2016,11,10,1.7,4.4,1,7.7,10.7,5.5,1021.4,59,12.9,18.9
9898,22190,2016,11,상순,1.9,4.5,,7.1,9,7.1,1021.7,59,13.4,19.3
